Date,ID
9/01/10,1
9/01/10,2
9/01/10,3
10/01/10,4
10/01/10,5
10/01/10,6
11/01/10,7
11/01/10,8
12/01/10,9
12/01/10,10
13/01/10,11
13/01/10,12
13/01/10,13
14/01/10,14
15/01/10,15
15/01/10,16
16/01/10,17
17/01/10,18
17/01/10,19
18/01/10,20
28/01/10,21
28/01/10,22
29/01/10,23
29/01/10,24
30/01/10,25
31/01/10,26
31/01/10,27
1/02/10,28
2/02/10,29
2/02/10,30
3/02/10,31
3/02/10,32
3/02/10,33
9/02/10,34
9/02/10,35
28/08/10,36
29/08/10,37
29/08/10,38
30/08/10,39
31/08/10,40
1/09/10,41
2/09/10,42
2/09/10,43
3/09/10,44
3/09/10,45
4/09/10,46
4/09/10,47
5/09/10,48
10/11/10,49
11/11/10,50
11/11/10,51
12/11/10,52
12/11/10,53
13/11/10,54
13/11/10,55
14/11/10,56
14/11/10,57
16/11/10,58
17/11/10,59
18/11/10,60
18/11/10,61
19/11/10,62
19/11/10,63
20/11/10,64
21/11/10,65
23/11/10,66
23/11/10,67
24/11/10,68
24/11/10,69
24/11/10,70
25/11/10,71
25/11/10,72
26/11/10,73
26/11/10,74
27/11/10,75
27/11/10,76
27/11/10,77
27/11/10,78
28/11/10,79
28/11/10,80
29/11/10,81
29/11/10,82
30/11/10,83
30/11/10,84
30/11/10,85
1/12/10,86
2/12/10,87
2/12/10,88
2/12/10,89
3/12/10,90
3/12/10,91
4/12/10,92
4/12/10,93
5/12/10,94
5/12/10,95
6/12/10,96
15/01/11,97
15/01/11,98
16/01/11,99
17/01/11,100
17/01/11,101
17/01/11,102
18/01/11,103
18/01/11,104
18/01/11,105
19/01/11,106
19/01/11,107
20/01/11,108
20/01/11,109
20/01/11,110
21/01/11,111
21/01/11,112
22/01/11,113
22/01/11,114
22/01/11,115
23/01/11,116
23/01/11,117
23/01/11,118
24/01/11,119
24/01/11,120
25/01/11,121
25/01/11,122
26/01/11,123
26/01/11,124
27/01/11,125
27/01/11,126
27/01/11,127
28/01/11,128
29/01/11,129
29/01/11,130
30/01/11,131
31/01/11,132
31/01/11,133
31/01/11,134
1/02/11,135
1/02/11,136
2/02/11,137
2/02/11,138
3/02/11,139
16/09/07,140
16/09/07,141
18/09/07,142
20/09/07,143
20/09/07,144
20/09/07,145
21/09/07,146
22/09/07,147
22/09/07,148
24/09/07,149
24/09/07,150
26/09/07,151
27/09/07,152
10/11/07,153
10/11/07,154
10/11/07,155
10/11/07,156
11/11/07,157
12/11/07,158
12/11/07,159
12/11/07,160
24/11/07,161
24/11/07,162
24/11/07,163
25/11/07,164
21/01/08,165
23/01/08,166
23/01/08,167
23/01/08,168
23/01/08,169
24/01/08,170
25/01/08,171
27/01/08,172
27/01/08,173
28/01/08,174
28/01/08,175
29/01/08,176
29/01/12,177
29/01/08,178
30/01/08,179
30/01/08,180
31/01/08,181
1/02/08,182
1/02/08,183
2/02/08,184
3/02/08,185
4/02/08,186
5/02/08,187
6/02/08,188
9/02/08,189
10/02/08,190
14/02/08,191
14/02/08,192
13/02/08,193
13/02/08,194
13/02/08,195
13/02/08,196
12/02/08,197
12/02/08,198
11/02/08,199
11/02/08,200
11/02/08,201
15/06/09,202
15/06/09,203
16/06/09,204
21/06/09,205
21/06/09,206
21/06/09,207
21/06/09,208
30/06/09,209
3/07/09,210
3/07/09,211
4/07/09,212
4/07/09,213
4/07/09,214
5/07/09,215
7/07/09,216
8/07/09,217
9/07/09,218
9/07/09,219
9/07/09,220
9/07/09,221
10/07/09,222
12/07/09,223
12/07/09,224
12/07/09,225
12/07/10,226
12/07/09,227
14/07/09,228
14/07/09,229
14/07/09,230
14/07/09,231
15/07/09,232
15/07/09,233
15/07/09,234
15/07/09,235
16/07/09,236
16/07/09,237
17/07/09,238
18/07/09,239
18/07/09,240
19/07/09,241
19/07/09,242
9/09/09,243
11/09/09,244
11/09/09,245
13/09/09,246
13/09/09,247
13/09/09,248
17/09/09,249
17/09/09,250
18/09/09,251
18/09/09,252
18/09/09,253
19/09/09,254
19/09/09,255
24/09/09,256
24/09/09,257
25/09/09,258
25/09/09,259
26/09/09,260
26/09/09,261
26/09/09,262
27/09/09,263
27/09/09,264
27/09/09,265
27/09/09,266
27/09/09,267
28/09/09,268
25/09/09,269
11/07/11,270
11/07/11,271
14/07/11,272
14/07/11,273
15/07/11,274
15/07/11,275
15/07/11,276
16/07/11,277
17/07/11,278
17/07/11,279
18/07/11,280
18/07/11,281
19/07/11,282
20/07/11,283
21/07/11,284
22/07/11,285
7/05/12,286
8/05/12,287
8/05/12,288
8/05/12,289
9/05/12,290
9/05/12,291
10/05/12,292
10/05/12,293
11/05/12,294
11/05/12,295
12/05/12,296
12/05/12,297
13/05/12,298
13/05/12,299
14/05/12,300
14/05/12,301
15/05/12,302
15/05/12,303
16/05/12,304
16/05/12,305
17/05/12,306
14/06/12,307
15/06/12,308
16/06/12,309
